,Crime,Thriller,Fantasy,Horror,Sci-Fi,Comedy,Documentary,Adventure,Film-Noir,Animation,Romance,Drama,Western,Musical,Action,Mystery,War,Children's,total
2927,2,8,3,1,12,19,0,33,1,1,34,21,2,3,23,1,9,2,175
2928,30,52,22,60,90,129,6,56,8,31,43,137,19,24,84,9,31,36,867
2929,30,104,5,92,73,95,2,38,4,2,42,134,5,6,89,19,22,7,769
2930,4,3,1,6,1,4,1,0,1,0,1,12,0,0,1,1,1,1,38
2931,29,51,5,4,25,71,1,35,0,11,30,73,2,5,98,5,14,20,479
2932,5,16,1,2,2,11,0,2,0,1,6,8,1,1,6,3,1,1,67
2933,16,26,0,7,11,40,1,4,3,4,13,64,3,2,17,4,12,5,232
2934,19,76,37,24,58,215,0,103,1,43,130,247,12,47,116,16,28,125,1297
2935,8,39,9,16,97,29,0,42,2,5,8,27,0,3,64,2,9,9,369
2936,2,7,4,1,5,21,1,5,1,9,9,22,1,8,2,2,2,18,120
2937,10,28,2,2,10,25,0,8,2,4,21,56,2,2,20,4,9,6,211
2938,6,31,21,8,49,86,2,54,2,15,54,42,4,16,54,6,7,30,487
2939,11,61,26,3,18,42,0,26,9,8,24,51,1,2,36,13,5,15,351
2940,4,8,1,1,8,11,0,4,0,0,7,8,0,0,18,0,2,1,73
2941,14,76,25,39,97,109,3,66,13,40,93,67,15,38,93,19,34,58,899
2942,10,12,1,6,8,25,3,8,6,2,17,79,5,6,8,4,22,3,225
2943,11,22,5,10,54,34,1,30,3,2,5,39,6,1,65,2,17,3,310
2944,11,12,5,7,15,101,1,19,1,17,43,57,3,14,23,2,7,22,360
2945,9,12,2,0,2,18,1,5,2,0,13,43,1,0,7,3,2,1,121
2946,75,193,9,34,80,70,0,78,6,0,43,135,11,8,260,27,67,4,1100
2947,11,22,0,5,3,74,5,3,1,4,27,63,1,3,10,8,2,4,246
2948,3,5,0,4,6,36,8,5,1,1,4,10,0,4,8,0,0,2,97
2949,1,9,0,3,9,24,0,8,1,6,6,6,1,2,16,0,2,6,100
2950,0,8,0,0,1,28,2,7,0,2,46,25,1,0,16,2,7,6,151
2951,5,9,0,0,3,34,0,2,2,3,12,33,0,1,7,2,4,3,120
2952,23,36,4,2,15,36,4,14,6,4,15,84,2,3,42,10,11,7,318
2953,7,19,1,5,6,31,1,6,1,6,12,38,2,4,14,4,5,5,167
2954,1,10,0,6,5,16,0,5,1,6,5,4,1,2,9,2,1,6,80
2955,19,49,6,24,38,54,1,18,5,8,30,69,0,5,44,2,20,9,401
2956,0,4,1,1,25,3,0,10,0,0,1,5,1,0,20,1,3,0,75
2957,9,11,1,1,10,12,0,7,2,2,6,38,2,1,18,2,11,1,134
2958,2,5,0,7,8,14,0,4,2,6,7,13,1,2,7,2,2,4,86
2959,11,21,1,5,8,34,0,9,0,6,4,21,2,4,25,0,3,6,160
2960,4,4,2,1,4,9,0,3,1,1,3,18,1,1,5,1,5,1,64
2961,2,10,0,7,12,16,0,12,1,2,4,11,2,2,14,3,2,3,103
2962,65,276,20,65,136,131,8,76,29,12,57,184,4,7,155,47,28,19,1319
2963,5,7,1,2,3,7,1,2,0,1,8,29,0,2,6,1,5,3,83
2964,5,13,1,1,4,5,0,6,6,0,6,28,0,2,2,8,5,1,93
2965,4,2,1,0,1,5,0,4,0,0,2,19,2,3,5,1,6,2,57
2966,16,31,15,2,17,114,2,35,3,12,71,70,2,8,43,6,7,13,467
2967,66,101,13,22,48,176,28,45,23,21,65,226,7,18,100,33,26,25,1043
2968,10,36,4,6,15,62,1,20,1,6,36,64,2,6,38,9,8,11,335
2969,12,38,7,15,57,61,0,36,3,8,16,35,4,5,66,2,6,16,387
2970,7,12,0,1,6,17,0,3,2,4,4,21,0,1,12,1,6,3,100
2971,5,3,2,3,6,10,8,1,1,0,2,19,0,1,3,0,1,1,66
2972,12,48,3,43,18,66,0,20,0,2,26,37,1,2,62,8,8,4,360
2973,0,11,0,5,5,29,0,4,1,5,7,25,0,4,6,2,0,2,106
2974,11,24,4,8,17,47,0,13,0,1,13,53,2,3,24,1,6,7,234
2975,9,15,2,3,7,28,2,8,8,2,17,56,2,4,6,7,10,2,188
2976,9,23,4,29,24,80,0,20,1,4,10,28,2,5,25,4,8,7,283
2977,1,2,0,0,0,12,0,1,0,0,6,9,0,1,1,1,0,2,36
2978,15,27,2,14,19,51,6,8,8,6,15,80,8,12,11,9,14,8,313
2979,2,3,4,0,3,21,1,9,1,17,4,7,0,9,5,0,2,22,110
2980,7,20,5,4,16,26,3,13,1,5,20,78,1,1,31,2,15,5,253
2981,3,0,1,0,3,19,0,4,0,2,7,10,0,0,6,0,2,2,59
2982,7,12,0,1,3,4,0,2,15,1,2,2,0,0,2,6,0,0,57
2983,6,27,2,1,10,10,1,14,0,0,10,3,3,0,51,2,2,1,143
2984,1,3,0,3,6,10,0,4,0,0,4,7,2,2,7,2,2,0,53
2985,8,21,26,13,60,57,0,67,1,22,31,37,4,14,76,0,10,45,492
2986,70,124,15,34,51,286,2,43,8,5,142,364,7,10,118,28,23,12,1342
2987,9,13,3,4,7,17,0,8,1,4,8,17,0,1,13,2,1,5,113
2988,1,12,2,5,11,24,0,6,1,6,8,22,0,1,9,2,1,4,115
2989,2,9,17,2,52,24,0,33,2,9,12,29,2,10,33,4,13,29,282
2990,14,35,7,6,16,94,2,15,2,21,93,127,3,34,32,10,27,25,563
2991,5,10,2,2,5,11,0,6,4,2,5,32,0,6,8,6,10,6,120
2992,4,7,0,1,5,13,0,2,0,1,5,19,0,1,10,0,2,1,71
2993,9,25,10,5,21,29,0,18,1,2,7,20,1,0,29,4,4,7,192
2994,40,90,5,15,67,154,0,69,0,4,33,69,11,7,252,10,30,7,863
2995,19,67,26,35,106,90,0,116,2,39,30,57,6,24,176,9,41,64,907
2996,30,108,29,45,79,201,1,98,3,34,69,70,6,15,215,11,24,59,1097
2997,13,25,10,6,6,67,0,16,2,7,53,85,2,5,24,10,13,9,353
2998,0,5,0,1,7,33,0,3,0,7,12,17,1,3,7,1,2,10,109
2999,1,0,24,0,11,58,0,36,0,52,4,13,3,28,4,1,1,130,366
3000,6,23,7,3,44,36,0,50,5,1,19,20,1,3,48,6,5,8,285
3001,32,162,4,27,51,48,2,33,4,7,26,92,25,4,130,21,43,6,717
3002,8,15,4,11,13,94,5,15,6,12,15,36,3,9,21,7,6,12,292
3003,7,14,8,6,36,14,0,41,2,6,3,16,1,6,43,1,4,10,218
3004,10,36,3,12,9,24,6,7,4,2,39,55,0,1,14,15,4,2,243
3005,1,30,4,16,72,17,1,29,3,6,5,22,1,1,48,3,12,4,275
3006,4,14,3,4,13,16,0,5,0,2,2,20,1,0,17,3,6,3,113
3007,10,35,10,23,56,136,0,30,1,7,60,43,4,4,60,7,11,25,522
3008,2,11,4,1,27,9,0,10,2,0,2,5,3,0,16,1,1,1,95
3009,5,4,1,0,6,11,0,4,0,0,9,7,0,0,15,0,1,0,63
3010,4,30,9,15,90,15,0,28,2,4,3,17,1,1,46,4,7,6,282
3011,6,11,9,3,37,26,1,17,1,2,9,34,1,2,26,3,8,4,200
3012,13,77,13,33,150,93,0,71,2,12,30,69,6,7,123,12,21,29,761
3013,10,18,31,18,72,238,0,67,1,33,96,138,17,57,67,5,29,85,982
3014,9,27,3,9,19,67,0,11,4,3,28,74,5,4,36,8,10,5,322
3015,2,5,1,1,3,11,0,4,0,0,11,26,0,0,6,3,2,1,76
3016,1,11,1,4,24,5,0,14,0,1,1,10,1,0,24,1,3,1,102
3017,19,39,3,8,15,186,1,19,5,10,144,162,4,5,36,8,26,9,699
3018,64,135,12,83,69,190,5,76,11,24,73,198,30,15,193,18,35,22,1253
3019,2,6,0,2,7,15,0,4,0,0,4,8,1,1,5,1,2,0,58
3020,18,24,0,2,2,41,2,5,15,4,51,107,2,18,11,12,18,6,338
3021,3,7,0,0,4,2,0,4,4,1,1,13,0,1,3,4,0,1,48
3022,21,40,5,2,27,40,1,27,1,4,19,46,0,2,95,1,12,3,346
3023,2,14,2,3,8,29,0,8,1,5,7,16,1,2,13,2,0,4,117
3024,59,76,10,25,61,37,0,43,4,0,20,50,4,0,125,24,17,4,559
3025,3,4,5,5,5,92,0,11,0,18,39,30,4,64,5,1,5,23,314
3026,19,69,14,10,15,253,0,28,11,24,86,60,4,38,28,17,5,41,722
3027,12,8,0,0,4,3,0,4,1,0,2,9,3,0,11,1,3,0,61
3028,1,17,8,6,61,59,0,33,0,6,9,18,1,7,46,4,7,14,297
3029,40,106,37,26,88,305,3,108,7,41,126,281,14,42,172,21,51,86,1554
3030,1,2,1,0,3,6,0,2,0,1,3,21,0,0,5,1,2,3,51
3031,63,57,14,30,36,260,6,30,4,17,83,198,6,29,78,16,24,32,983
3032,70,173,37,154,125,361,7,147,6,52,111,245,23,45,279,28,41,142,2046
3033,17,29,2,4,39,48,0,31,2,20,16,34,2,7,58,0,11,24,344
3034,2,3,0,0,0,12,0,2,1,0,9,16,0,0,2,1,1,0,49
3035,8,15,1,1,9,18,0,9,0,3,15,51,2,1,26,1,7,3,170
3036,10,21,1,3,7,17,1,10,6,3,17,65,8,4,15,7,17,5,217
3037,6,9,0,1,3,11,0,4,0,0,15,54,2,1,6,3,4,0,119
3038,4,10,6,10,44,42,0,21,1,7,23,31,2,30,32,2,12,12,289
3039,6,14,1,0,1,16,0,2,9,1,11,22,5,3,3,9,7,2,112
3040,3,9,1,1,18,6,0,6,1,1,0,4,0,0,13,0,0,1,64
3041,10,31,2,12,10,31,0,4,0,7,17,47,0,2,16,3,2,7,201
3042,1,11,1,2,8,28,0,3,0,1,15,43,1,2,9,1,2,4,132
3043,1,3,0,3,1,22,0,0,0,1,5,8,0,0,3,0,1,1,49
3044,15,70,12,36,40,115,0,43,2,13,43,82,6,12,79,11,12,31,622
3045,24,69,6,13,72,16,0,24,20,2,7,37,1,0,45,21,10,2,369
3046,4,26,2,17,8,29,0,3,1,6,7,20,0,2,10,3,1,3,142
3047,25,19,3,1,26,11,0,15,3,3,4,24,0,1,42,2,4,2,185
3048,4,13,5,4,25,28,1,14,1,3,6,24,0,2,34,1,9,2,176
3049,4,9,2,0,0,26,0,2,6,1,60,36,0,5,4,6,7,1,169
3050,5,18,4,5,53,8,0,15,2,2,3,16,1,0,31,1,6,2,172
3051,53,117,5,41,72,136,0,47,5,26,48,104,7,12,146,21,14,23,877
3052,4,21,8,9,59,11,0,16,9,15,4,10,0,5,18,3,5,13,210
3053,18,30,2,15,10,62,3,7,7,0,25,98,1,4,15,10,6,0,313
3054,39,78,9,20,43,196,12,28,15,25,87,255,8,23,60,21,30,33,982
3055,22,94,8,63,61,83,0,53,1,5,41,70,6,7,106,19,19,13,671
3056,27,71,23,31,70,63,0,68,1,18,26,55,4,10,155,4,17,28,671
3057,15,21,2,7,10,76,0,7,1,5,42,83,1,6,27,6,12,6,327
3058,9,33,4,14,18,78,1,17,1,6,15,32,3,5,36,6,10,8,296
3059,5,7,1,4,4,10,0,3,3,1,4,21,1,3,9,2,6,3,87
3060,9,32,0,2,2,2,0,4,1,0,3,13,0,0,10,7,0,0,85
3061,0,6,3,2,8,10,0,14,0,0,10,8,3,1,16,0,5,0,86
3062,1,17,2,9,14,24,0,8,0,0,5,16,0,1,19,3,2,3,124
3063,3,15,2,9,14,18,0,15,2,1,6,16,0,3,32,1,5,3,145
3064,0,9,1,2,12,11,0,7,1,3,6,16,0,2,20,0,8,2,100
3065,26,42,14,7,21,123,5,20,2,20,77,120,4,15,33,7,16,30,582
3066,13,20,0,7,10,39,0,7,0,6,12,32,1,2,21,3,6,6,185
3067,61,174,32,56,94,277,3,81,13,13,180,377,12,20,152,37,31,32,1645
3068,4,9,1,1,6,1,0,3,1,1,2,10,0,2,3,4,3,1,52
3069,11,68,6,20,74,58,0,36,3,4,18,57,5,3,90,7,24,8,492
3070,4,7,1,1,5,17,3,2,3,2,7,14,0,2,2,2,6,2,80
3071,2,6,0,1,2,11,0,3,1,0,3,10,0,0,6,2,2,1,50
3072,6,6,12,2,16,105,2,23,1,2,47,116,2,8,15,3,15,11,392
3073,4,10,1,5,13,30,0,5,0,2,6,16,1,1,32,0,8,2,136
3074,9,25,3,6,16,62,0,14,1,4,19,70,0,2,32,4,7,5,279
3075,31,53,11,18,20,83,2,18,10,17,52,116,3,20,33,20,14,20,541
3076,3,11,0,3,4,1,0,3,0,0,3,7,0,0,16,0,2,0,53
3077,6,31,0,5,48,14,0,19,4,13,4,11,1,7,37,8,8,13,229
3078,6,5,1,1,1,5,0,4,1,0,3,24,0,1,7,2,3,0,64
3079,6,14,2,4,9,28,1,5,0,2,16,47,1,0,23,2,7,2,169
3080,57,68,17,21,37,296,13,32,22,12,81,215,13,15,62,17,24,21,1023
3081,27,81,31,69,109,125,0,87,4,28,38,57,4,30,137,13,28,44,912
3082,24,51,10,14,23,184,4,29,2,4,45,154,8,13,51,9,16,18,659
3083,3,17,1,9,17,35,0,7,0,7,9,35,1,6,18,7,7,13,192
3084,3,12,0,5,7,31,2,4,0,3,6,36,0,0,10,3,6,4,132
3085,9,46,3,5,39,9,0,23,1,0,17,42,1,0,89,2,32,0,318
3086,9,31,1,3,15,29,0,6,1,3,15,63,0,1,19,2,5,4,207
3087,16,54,13,12,43,102,0,52,0,18,103,121,3,13,66,9,12,32,669
3088,4,7,3,0,3,17,0,6,0,0,17,33,1,1,6,1,5,3,107
3089,1,10,7,0,16,13,0,25,1,0,10,16,2,0,22,3,8,5,139
3090,5,8,4,4,15,27,2,9,1,6,5,20,1,2,12,1,7,4,133
3091,8,29,8,8,11,15,0,10,4,0,8,21,0,1,14,8,6,2,153
3092,1,15,3,6,50,9,0,14,1,1,1,8,1,0,23,1,4,0,138
3093,11,16,4,1,9,88,4,8,2,4,27,94,0,9,12,8,11,9,317
3094,2,11,2,6,17,11,0,6,3,3,2,7,1,0,9,3,0,2,85
3095,9,16,5,4,5,94,0,12,1,15,102,66,1,9,21,3,6,15,384
3096,4,28,12,12,91,52,0,48,1,20,42,31,4,54,62,3,10,29,503
3097,5,11,2,2,4,17,0,2,1,0,15,39,0,0,15,5,6,0,124
3098,10,16,0,3,16,38,0,8,2,5,11,24,1,2,25,5,9,6,181
3099,6,30,13,8,93,58,0,43,1,6,17,28,3,2,71,5,28,9,421
3100,6,27,0,2,3,11,0,2,1,0,11,29,0,1,8,10,4,1,116
3101,24,50,25,16,55,92,0,76,5,22,38,63,11,10,123,6,20,34,670
3102,1,8,3,2,7,3,0,5,0,1,5,17,0,1,11,1,2,0,67
3103,3,5,0,2,4,15,0,2,2,3,8,20,0,2,6,2,5,3,82
3104,5,18,0,5,7,2,0,0,1,0,4,9,0,0,7,4,1,0,63
3105,5,21,9,12,81,23,0,40,3,4,5,29,3,3,51,3,9,11,312
3106,9,14,0,2,7,22,1,5,3,0,12,39,0,2,7,6,7,0,136
3107,5,12,0,11,18,35,0,15,1,2,7,14,2,0,23,2,4,4,155
3108,62,117,7,9,54,71,0,74,15,4,65,259,29,9,161,29,56,10,1031
3109,2,6,1,3,5,19,10,4,0,2,6,23,0,1,7,2,3,3,97
3110,30,59,16,9,69,57,16,58,17,5,37,127,10,3,95,20,58,7,693
3111,8,4,4,2,6,118,0,8,0,6,21,15,2,1,16,2,4,14,231
3112,20,29,20,10,29,71,4,33,4,19,28,84,1,17,31,15,7,38,460
3113,1,6,0,1,2,27,0,5,0,1,15,20,1,0,9,1,0,2,91
3114,5,4,4,6,5,96,0,4,0,2,19,27,1,3,4,3,1,2,186
3115,2,9,1,0,17,10,0,10,1,3,1,9,1,1,16,1,3,3,88
3116,3,23,3,8,19,30,0,16,0,3,8,27,0,1,39,3,6,7,196
3117,4,12,1,3,5,9,0,1,2,1,1,18,0,0,9,1,2,2,71
3118,42,132,19,54,131,142,3,100,13,42,87,156,21,37,193,30,47,46,1295
3119,3,17,16,6,46,23,0,33,1,2,5,15,4,2,50,2,9,11,245
3120,6,12,0,2,3,13,0,1,1,1,2,13,1,1,7,2,1,2,68
3121,28,112,13,75,52,65,0,34,4,6,15,53,1,3,90,13,9,15,588
3122,4,5,0,0,2,5,0,1,7,0,0,14,0,0,3,4,1,0,46
3123,2,41,7,15,99,30,1,33,3,11,6,33,3,1,68,5,9,9,376
3124,1,5,0,4,4,9,0,7,0,1,4,9,0,2,9,1,2,3,61
3125,33,88,4,8,37,124,1,45,4,8,71,132,13,7,106,13,24,11,729
3126,13,53,1,13,22,10,0,11,2,0,8,24,0,0,30,6,3,2,198
3127,3,6,1,0,1,7,0,4,1,0,24,28,0,2,4,1,5,1,88
3128,27,43,13,10,39,154,8,41,10,9,52,121,2,11,54,16,27,19,656
3129,47,75,13,61,59,228,1,52,3,4,66,169,8,13,118,8,24,11,960
3130,10,16,1,14,10,28,1,2,1,1,5,17,2,0,11,2,4,3,128
3131,10,7,1,2,4,13,0,3,1,0,9,73,0,3,8,4,9,1,148
3132,2,9,0,1,4,7,0,2,0,4,2,9,0,0,10,1,1,4,56
3133,3,4,0,1,1,10,0,0,0,1,0,5,0,1,9,2,2,0,39
3134,7,37,2,8,33,21,0,24,3,3,11,26,3,0,56,2,6,3,245
3135,12,13,0,4,5,15,0,4,2,0,15,102,4,3,12,5,17,1,214
3136,1,8,3,3,22,16,0,8,0,0,5,14,0,3,12,1,3,3,102
3137,2,9,0,3,2,16,0,2,1,1,6,25,0,1,5,4,2,2,81
3138,16,35,6,19,43,80,0,34,3,17,20,57,5,13,54,11,11,32,456
3139,2,7,0,3,5,20,0,5,4,0,2,32,2,2,9,2,6,1,102
3140,15,56,18,24,78,85,1,56,4,11,85,105,5,37,82,10,25,25,722
3141,8,13,3,3,16,25,0,22,0,0,15,11,2,0,38,1,1,2,160
3142,11,18,3,6,11,28,3,11,3,1,9,47,0,1,13,4,13,0,182
3143,16,32,2,1,15,94,0,12,5,7,56,93,2,6,23,8,16,8,396
3144,4,10,1,4,7,12,0,6,0,0,6,10,0,1,11,1,1,3,77
3145,7,12,4,4,14,48,7,16,2,9,17,39,1,9,27,0,9,7,232
3146,7,8,1,4,7,22,0,4,1,1,3,31,7,1,10,2,8,1,118
3147,35,62,5,11,19,74,0,24,3,10,19,77,2,9,64,21,20,11,466
3148,11,11,3,6,12,56,1,24,6,2,10,42,2,2,20,3,7,4,222
3149,1,9,1,2,5,7,0,5,0,1,1,6,0,0,10,1,0,1,50
3150,3,12,2,4,3,43,0,3,1,1,12,29,0,3,2,6,0,3,127
3151,16,85,6,9,27,38,1,28,4,5,29,54,1,6,58,15,11,13,406
3152,1,5,7,1,4,10,0,5,0,3,0,11,0,1,6,2,1,6,63
3153,1,1,2,3,2,36,0,2,0,3,10,11,0,1,4,0,2,4,82
3154,14,54,7,10,22,50,0,23,3,20,37,65,0,8,47,16,13,20,409
3155,3,17,12,4,12,18,1,12,1,3,15,37,0,12,24,1,10,12,194
3156,10,20,1,2,16,11,0,10,0,1,4,19,1,0,49,2,5,0,151
3157,10,26,11,14,49,76,0,34,2,12,7,30,6,8,59,4,9,15,372
3158,14,48,18,20,67,103,3,55,2,22,32,106,4,13,79,9,20,27,642
3159,18,32,8,15,25,117,1,22,4,17,31,96,3,12,31,7,13,21,473
3160,1,7,2,4,15,6,0,5,1,2,2,8,0,0,14,0,4,3,74
3161,6,12,2,2,13,28,2,6,1,3,9,30,2,2,13,1,8,5,145
3162,13,39,0,4,9,11,0,12,2,0,7,21,1,0,63,13,2,0,197
3163,56,126,26,64,123,328,3,121,11,48,134,304,14,46,194,28,46,72,1744
3164,1,5,1,0,3,11,0,4,0,2,1,14,0,0,7,0,2,4,55
3165,6,8,2,1,5,11,0,3,0,0,2,18,1,0,12,0,2,0,71
3166,5,10,1,3,4,11,0,5,1,2,2,17,0,2,11,2,4,3,83
3167,17,43,10,12,65,95,4,33,4,7,23,52,5,10,72,8,20,7,487
3168,2,11,0,0,0,8,0,1,0,1,5,14,0,1,5,1,0,1,50
3169,7,31,7,16,109,14,0,39,1,2,5,23,2,0,69,4,12,7,348
3170,6,13,2,3,13,31,1,11,2,7,5,29,0,2,21,0,8,5,159
3171,32,32,1,3,4,36,9,3,15,0,20,69,1,3,9,16,11,0,264
3172,22,29,0,3,29,33,1,12,3,8,12,36,2,0,33,7,7,5,242
3173,5,21,15,17,59,20,0,27,4,1,9,14,1,2,46,1,7,3,252
3174,4,32,2,2,6,31,0,3,0,4,40,32,1,3,17,3,6,5,191
3175,6,6,0,1,6,26,8,3,3,3,14,52,1,1,10,2,7,3,152
3176,0,6,0,2,0,6,0,3,0,2,4,10,0,0,6,1,3,2,45
3177,6,9,1,2,3,22,0,3,1,3,11,33,1,1,10,2,6,4,118
3178,10,40,18,16,106,56,4,56,6,13,14,44,3,10,90,7,23,14,530
3179,0,3,0,1,2,16,0,2,0,1,2,8,0,0,2,0,0,1,38
3180,39,43,12,21,38,285,4,28,2,7,55,210,4,13,63,10,26,23,883
3181,4,8,1,0,3,3,0,3,4,0,1,9,1,0,4,3,2,0,46
3182,65,87,14,51,71,276,5,63,2,14,61,215,7,23,148,15,30,39,1186
3183,10,18,5,4,23,23,0,34,5,4,10,23,21,3,66,9,16,10,284
3184,6,9,3,7,10,39,0,7,2,3,17,52,1,5,12,3,9,7,192
3185,10,26,2,3,13,45,0,2,1,6,8,25,1,4,26,8,3,7,190
3186,8,13,0,1,5,6,0,2,18,0,3,11,1,0,3,5,3,0,79
3187,4,7,3,0,8,2,0,7,3,0,1,12,0,0,5,2,3,1,58
3188,1,3,0,0,2,10,0,2,0,0,6,11,0,0,3,1,2,0,41
3189,27,114,15,56,103,224,1,96,2,16,106,111,8,13,193,9,26,31,1151
3190,1,6,0,2,6,20,0,5,0,2,4,8,0,1,12,0,2,2,71
3191,38,166,7,33,83,108,0,74,1,4,105,88,5,1,223,21,19,3,979
3192,25,36,7,1,40,66,0,21,2,5,18,42,1,1,42,6,11,7,331
3193,53,69,3,23,66,41,0,24,6,8,12,56,0,2,57,12,4,6,442
3194,1,9,0,2,6,8,0,6,1,1,1,9,0,1,12,3,2,1,63
3195,15,25,8,13,32,78,1,38,2,4,15,62,3,5,52,3,13,15,384
3196,9,40,25,73,48,143,0,46,1,29,39,49,1,32,43,10,8,67,663
3197,52,27,3,2,6,48,0,9,8,0,77,60,0,6,18,7,6,1,330
3198,5,18,2,58,12,32,0,8,3,4,2,24,3,3,10,5,1,3,193
3199,7,27,9,4,25,27,0,20,0,2,14,30,5,1,43,3,10,3,230
3200,17,36,7,0,15,55,1,13,6,6,52,87,1,1,26,12,6,3,344
3201,34,77,8,44,51,145,3,50,10,13,39,158,16,13,107,22,45,26,861
3202,11,51,4,7,17,35,0,18,3,15,28,43,1,10,45,6,7,25,326
3203,18,40,2,12,21,67,0,14,1,3,20,60,0,2,33,7,7,4,311
3204,1,1,2,0,3,42,0,4,0,1,12,13,2,2,6,0,2,1,92
3205,26,62,11,5,45,97,0,56,3,20,69,124,11,13,86,19,21,35,703
3206,8,17,2,10,8,33,2,5,2,5,12,49,1,1,11,1,5,3,175
3207,12,22,2,40,12,37,0,12,1,4,7,27,0,3,20,4,1,6,210
3208,26,77,12,30,69,141,1,65,2,11,44,107,17,10,135,13,24,19,803
3209,29,79,7,10,44,37,0,56,0,1,23,38,5,1,223,7,16,8,584
3210,12,21,0,5,5,27,5,18,17,1,20,97,1,2,9,9,8,2,259
3211,12,13,1,3,3,33,0,5,5,0,18,62,2,4,9,6,10,2,188
3212,0,4,2,0,4,13,0,3,1,0,3,10,0,0,7,1,3,0,51
3213,14,32,1,2,8,58,1,13,1,3,28,63,1,1,28,4,9,3,270
3214,1,2,1,2,4,12,0,5,0,0,11,24,0,1,3,3,3,1,73
3215,2,4,0,0,0,20,0,0,0,2,7,16,0,1,3,1,2,4,62
3216,19,40,12,8,70,149,0,36,6,6,57,153,6,9,55,12,24,13,675
3217,16,47,8,12,25,103,1,43,3,25,94,158,4,29,58,8,28,42,704
3218,0,2,0,3,1,27,0,5,2,2,6,28,3,1,6,2,5,1,94
3219,2,29,5,6,9,74,0,17,1,8,23,42,1,2,30,1,5,10,265
3220,9,13,4,2,6,17,0,5,6,2,7,45,0,1,9,7,8,5,146
3221,5,22,2,1,16,7,0,8,0,0,1,14,0,0,32,3,3,1,115
3222,2,3,2,2,2,2,0,2,1,0,0,11,1,0,7,1,4,0,40
3223,4,11,0,3,6,25,0,5,0,3,6,20,0,2,11,0,1,2,99
3224,79,194,22,65,77,409,20,97,14,20,198,507,9,42,165,52,48,61,2079
3225,2,1,0,0,0,15,3,0,1,0,4,10,1,1,3,0,3,1,45
3226,12,12,2,0,14,60,5,10,1,2,13,57,4,5,32,3,11,3,246
3227,32,45,7,6,20,188,3,56,9,9,93,136,1,8,59,8,15,22,717
3228,13,44,8,16,27,28,0,31,2,10,16,40,4,10,78,4,23,12,366
3229,12,29,3,24,16,45,3,15,5,6,32,113,5,5,28,12,20,9,382
3230,18,58,5,15,57,25,1,27,4,12,9,36,3,3,65,7,10,11,366
3231,7,23,14,13,25,23,0,26,3,5,23,77,1,15,50,3,27,15,350
3232,2,2,3,2,1,57,0,1,0,7,10,17,0,3,2,0,1,8,116
3233,21,20,0,3,3,67,5,6,4,5,23,93,5,5,12,14,6,3,295
3234,2,1,1,0,2,3,0,1,0,0,3,17,0,0,3,1,4,1,39
3235,1,9,1,2,5,17,0,2,1,3,3,10,1,1,5,1,0,1,63
3236,0,2,1,3,4,18,0,3,0,1,2,5,0,1,4,0,3,2,49
3237,9,12,0,5,7,29,3,5,1,5,10,37,1,1,11,5,7,3,151
3238,2,4,0,0,1,8,1,4,1,0,3,20,0,0,9,1,7,0,61
3239,4,15,3,3,5,22,0,2,0,0,31,43,0,1,7,3,4,1,144
3240,19,26,1,4,8,110,0,6,1,7,25,50,1,3,13,5,3,4,286
3241,6,9,0,2,4,20,0,4,0,0,11,31,1,2,10,7,4,1,112
3242,22,59,4,14,54,35,0,51,0,2,24,41,5,3,192,6,25,2,539
3243,16,75,6,7,55,81,1,25,2,5,50,66,3,3,89,8,29,7,528
3244,2,4,0,2,3,8,0,2,0,1,1,10,0,1,7,0,2,1,44
3245,4,15,0,5,11,31,0,5,0,6,7,23,0,0,17,1,1,6,132
3246,21,43,0,2,8,38,1,16,2,0,39,178,3,3,58,20,12,1,445
3247,3,2,1,1,7,5,0,24,1,1,5,10,1,2,17,0,3,3,86
3248,11,12,2,6,8,18,1,10,5,2,16,45,1,5,11,3,6,3,165
3249,7,10,1,5,7,18,0,9,1,3,8,28,0,3,11,3,5,5,124
3250,23,27,2,4,12,65,0,6,2,5,19,48,2,2,21,9,10,6,263
3251,3,6,2,6,10,23,0,3,0,1,2,24,3,1,6,3,4,1,98
3252,0,15,1,5,7,8,0,5,1,1,1,13,0,0,9,1,1,0,68
3253,9,10,2,1,3,87,2,4,5,3,23,94,1,1,12,4,17,3,281
3254,0,1,0,1,2,21,0,1,0,3,1,6,1,1,2,1,0,4,45
3255,1,6,0,3,3,22,0,2,0,0,31,17,0,0,6,2,2,0,95
3256,6,18,2,3,11,20,0,9,1,4,5,18,1,1,19,2,6,7,133
3257,11,22,1,10,15,23,0,10,2,0,9,29,2,2,42,16,7,0,201
3258,2,5,1,2,2,15,2,1,0,0,4,26,0,0,4,1,5,1,71
3259,36,91,24,30,53,130,5,71,7,31,82,120,11,31,92,25,26,48,913
3260,20,34,16,13,23,61,0,27,5,19,32,95,15,10,55,4,25,26,480
3261,40,66,26,16,60,224,8,156,4,16,74,205,8,13,127,16,26,51,1136
3262,2,11,1,2,2,62,1,4,0,8,21,29,0,5,7,1,2,11,169
3263,4,20,2,4,23,12,1,29,0,0,10,39,4,2,78,1,53,1,283
3264,1,7,1,0,4,8,0,5,0,0,3,12,0,0,10,1,2,0,54
